id,title,company,location,salary,type,description,posted,skills
202,Android Developer,Google India,"Pune, Maharashtra",$112K - $176K,Full-time,"Develop robust Android applications using Kotlin and modern Jetpack components. Focus on performance, memory management, and implementing Material Design principles to create a premium user experience. You will be responsible for the entire development lifecycle, from UI implementation to integrating with backend APIs. Join us to make a real impact.",,"Kotlin, Java, Jetpack Compose, Android SDK, Retrofit, Coroutines"
203,DevOps Engineer,Wipro,"Chennai, Tamil Nadu",$113K - $159K,Part-time,"Lead our infrastructure automation efforts to achieve high availability and rapid deployment cycles. You will design and implement infrastructure as code using Terraform, manage container orchestration platforms, and optimize our cloud spending. Experience with security hardening and compliance in the cloud is essential. Be part of a diverse team pushing technological boundaries.",,"AWS, Docker, Kubernetes, Terraform, Jenkins, Monitoring"
204,Machine Learning Engineer,Cognizant India,"Chennai, Tamil Nadu",$105K - $155K,Full-time,Join our AI team to solve challenging problems in computer vision and NLP. You will research state-of-the-art algorithms and adapt them to our specific use cases. The role requires strong software engineering skills to integrate ML models into our existing software ecosystem while ensuring scalability and reliability. Join us to make a real impact.,,"PyTorch, TensorFlow, NLP, Computer Vision, MLOps, Model Deployment"
205,Full Stack Developer,Tata Consultancy Services,"Chennai, Tamil Nadu",$111K - $155K,Part-time,"End-to-end development of web applications using the MERN stack. Handle everything from database design and server-side logic to building interactive frontend components with React. You will be responsible for the entire feature lifecycle, ensuring a cohesive and performant experience across the full application stack. We offer competitive benefits and a remote-friendly culture.",,"React, Node.js, MongoDB, Express.js, GraphQL, AWS"
206,Android Developer,IBM India,"Noida, Uttar Pradesh",$92K - $150K,Remote,"We are seeking an Android enthusiast to build high-performance mobile apps. You will use the latest Android SDK features, implement reactive programming patterns with Coroutines and Flow, and ensure our apps are responsive and stable. Experience with modular architecture and automated testing on Android is a plus. Looking for a self-motivated individual who loves solving complex problems.",,"Kotlin, Java, Jetpack Compose, Android SDK, Retrofit, Coroutines"
207,DevOps Engineer,Flipkart,"Chennai, Tamil Nadu",$117K - $154K,Remote,"Join our DevOps team to build and maintain the foundations of our software delivery platform. You will focus on building automated testing environments, implementing centralized logging and tracing, and ensuring our developer experience is world-class through efficient tooling and automation. We offer competitive benefits and a remote-friendly culture.",,"AWS, Docker, Kubernetes, Terraform, Jenkins, Monitoring"
208,Backend Engineer,Tata Consultancy Services,"Chennai, Tamil Nadu",$101K - $199K,Part-time,"Design and implement scalable backend services and APIs using Node.js and Python. Focus on data integrity, system performance, and building robust distributed systems that handle millions of requests. You will be responsible for database schema design, implementing caching strategies, and ensuring the reliability of our core services. Join us to make a real impact.",,"Node.js, Python, PostgreSQL, Redis, Microservices, gRPC"
209,Data Scientist,Tata Consultancy Services,"Kolkata, West Bengal",$110K - $151K,Full-time,"We are looking for a Data Scientist to build predictive models and recommendation engines. You will work with large-scale data systems, implement feature engineering pipelines, and evaluate model performance in production. Strong mathematical foundation and experience with A/B testing are essential for this role. Be part of a diverse team pushing technological boundaries.",,"Python, R, SQL, Pandas, Scikit-Learn, Data Visualization"
210,QA Engineer,Flipkart,"Jaipur, Rajasthan",$113K - $193K,Remote,"Lead our quality assurance efforts to deliver bug-free software to our customers. You will design test plans, manage test data, and integrate testing into our CI/CD pipelines. This role requires a meticulous eye for detail and the ability to think like a user to identify edge cases and potential failure points. Join us to make a real impact.",,"Selenium, Cypress, Jest, Manual Testing, API Testing, Load Testing"
211,Full Stack Developer,Amazon India,"Chennai, Tamil Nadu",$81K - $185K,Full-time,"End-to-end development of web applications using the MERN stack. Handle everything from database design and server-side logic to building interactive frontend components with React. You will be responsible for the entire feature lifecycle, ensuring a cohesive and performant experience across the full application stack. Join us to make a real impact.",,"React, Node.js, MongoDB, Express.js, GraphQL, AWS"
212,Backend Engineer,L&T Infotech,"Bengaluru, Karnataka",$127K - $188K,Part-time,"We are looking for a Backend Engineer to join our core platform team. You will build high-throughput microservices, optimize complex database queries, and implement secure authentication systems. Experience with message brokers like Kafka or Redis is a plus as you will work on event-driven architectures to process data in real-time. Join us to make a real impact.",,"Node.js, Python, PostgreSQL, Redis, Microservices, gRPC"
213,QA Engineer,Wipro,"Kolkata, West Bengal",$148K - $155K,Full-time,"Lead our quality assurance efforts to deliver bug-free software to our customers. You will design test plans, manage test data, and integrate testing into our CI/CD pipelines. This role requires a meticulous eye for detail and the ability to think like a user to identify edge cases and potential failure points. Join us to make a real impact.",,"Selenium, Cypress, Jest, Manual Testing, API Testing, Load Testing"
